	SubjectID1	SubjectID2	Group1	Group2	Distance
71	A10	G6	A	G	0.890961262553802
72	A10	G5	A	G	0.8646196789951152
73	A10	G3	A	G	0.8769946808510638
74	A10	G2	A	G	0.8464491362763915
75	A2	G9	A	G	0.8200438917337235
76	A2	G7	A	G	0.8066104078762306
77	A2	G6	A	G	0.870845921450151
78	A2	G5	A	G	0.8428781204111601
79	A2	G3	A	G	0.8672199170124482
80	A2	G2	A	G	0.8389662027833003
81	A1	G9	A	G	0.819379115710254
82	A1	G7	A	G	0.7827272727272727
83	A1	G6	A	G	0.8480243161094225
84	A1	G5	A	G	0.8552631578947368
85	A1	G3	A	G	0.8540734109221128
86	A1	G2	A	G	0.8275862068965517
0	B11	B12	B	B	0.7678100263852242
1	B10	B12	B	B	0.6939929328621908
2	B10	B11	B	B	0.795071335927367
3	B9	B12	B	B	0.7076612903225806
4	B9	B11	B	B	0.7569131832797428
5	B9	B10	B	B	0.7372937293729372
6	B4	B12	B	B	0.7024673439767779
7	B4	B11	B	B	0.7818428184281843
8	B4	B10	B	B	0.7040816326530612
9	B4	B9	B	B	0.7247075017205781
10	B1	B12	B	B	0.7070340826686005
11	B1	B11	B	B	0.776944065484311
12	B1	B10	B	B	0.6886094674556213
13	B1	B9	B	B	0.7246376811594203
14	B1	B4	B	B	0.6833205226748655
15	B12	A9	B	A	0.7661454792658056
16	B12	A8	B	A	0.7685123415610406
17	B12	A7	B	A	0.7183673469387755
18	B12	A10	B	A	0.7915082382762991
19	B12	A2	B	A	0.7765326301911668
20	B12	A1	B	A	0.7474916387959866
21	B11	A9	B	A	0.7905897945659377
22	B11	A8	B	A	0.8140575079872204
23	B11	A7	B	A	0.8228713486637663
24	B11	A10	B	A	0.7828571428571428
25	B11	A2	B	A	0.8030788967286723
26	B11	A1	B	A	0.8097868981846882
27	B10	A9	B	A	0.7885906040268457
28	B10	A8	B	A	0.7661290322580645
29	B10	A7	B	A	0.7371967654986523
30	B10	A10	B	A	0.8099121706398996
31	B10	A2	B	A	0.7459239130434783
32	B10	A1	B	A	0.7271171941830624
33	B9	A9	B	A	0.7672131147540984
34	B9	A8	B	A	0.7631067961165049
35	B9	A7	B	A	0.760178117048346
36	B9	A10	B	A	0.781964175416924
37	B9	A2	B	A	0.7638352638352638
38	B9	A1	B	A	0.76050753370341
39	B4	A9	B	A	0.7508947745168217
40	B4	A8	B	A	0.7492957746478873
41	B4	A7	B	A	0.7411519777931992
42	B4	A10	B	A	0.769591426657736
43	B4	A2	B	A	0.7648686030428768
44	B4	A1	B	A	0.7451669595782073
45	B1	A9	B	A	0.7642045454545454
46	B1	A8	B	A	0.7536945812807881
47	B1	A7	B	A	0.734965034965035
48	B1	A10	B	A	0.7737617135207496
49	B1	A2	B	A	0.7501754385964913
50	B1	A1	B	A	0.7418213969938108
51	B12	G9	B	G	0.8245997088791849
52	B12	G7	B	G	0.8102240896358543
53	B12	G6	B	G	0.8475750577367206
54	B12	G5	B	G	0.8540305010893247
55	B12	G3	B	G	0.8603196664350243
56	B12	G2	B	G	0.819650067294751
57	B11	G9	B	G	0.8309352517985612
58	B11	G7	B	G	0.8405698778833107
59	B11	G6	B	G	0.8416602613374328
60	B11	G5	B	G	0.8476052249637155
61	B11	G3	B	G	0.8549618320610687
62	B11	G2	B	G	0.827906976744186
63	B10	G9	B	G	0.8004484304932735
64	B10	G7	B	G	0.8155680224403927
